hygro;temperature;date;heure;hygro_lissee;hygro_Bis;hygro_Ter;temperature_lissee;temperature_Bis;temperature_Ter
73.88;18.21;2023-11-10;07:50:52;74.48019500000001;76.03528;72.92511;18.267834999999998;18.29874;18.23693
73.88;18.2;2023-11-10;07:50:53;74.4791375;76.03397;72.92430499999999;18.267815;18.29864;18.23699
73.88;18.21;2023-11-10;07:50:54;74.4781025;76.03271000000001;72.92349499999999;18.2677875;18.298530000000003;18.237045
73.89;18.2;2023-11-10;07:50:55;74.47704999999999;76.03140499999999;72.922695;18.26777;18.298435;18.237105
73.92;18.2;2023-11-10;07:50:56;74.476;76.03011500000001;72.92188499999999;18.2677475;18.298334999999998;18.23716
73.9;18.21;2023-11-10;07:50:57;74.47493750000001;76.02881500000001;72.92106000000001;18.26773;18.298235000000002;18.237225
73.88;18.2;2023-11-10;07:50:58;74.47391999999999;76.027605;72.920235;18.267705;18.29813;18.23728
73.9;18.22;2023-11-10;07:50:59;74.47287;76.026305;72.919435;18.267692500000003;18.29804;18.237345
73.91;18.2;2023-11-10;07:51:00;74.4718125;76.02501;72.91861499999999;18.2676625;18.297935;18.237389999999998
73.9;18.22;2023-11-10;07:51:01;74.4708;76.02381;72.91779;18.2676475;18.297845000000002;18.237449999999995
73.91;18.19;2023-11-10;07:51:02;74.46974;76.022515;72.91696499999999;18.267615;18.297735;18.237495000000003
73.92;18.21;2023-11-10;07:51:04;74.46870999999999;76.021275;72.91614499999999;18.2676;18.297635000000003;18.237565
73.92;18.21;2023-11-10;07:51:05;74.46768;76.020035;72.915325;18.2675875;18.29754;18.237635
73.92;18.22;2023-11-10;07:51:06;74.4666225;76.018745;72.9145;18.26757;18.297445;18.237695
73.92;18.21;2023-11-10;07:51:07;74.465565;76.01745499999998;72.913675;18.267545;18.297345;18.237745
73.91;18.22;2023-11-10;07:51:08;74.46455499999999;76.01625999999999;72.91285;18.2675325;18.29726;18.237805
73.91;18.2;2023-11-10;07:51:09;74.46349749999999;76.01496499999999;72.91203;18.2675075;18.297159999999998;18.237855
73.91;18.2;2023-11-10;07:51:10;74.4624925;76.01377000000001;72.911215;18.267490000000002;18.297060000000002;18.23792
73.91;18.2;2023-11-10;07:51:11;74.461485;76.012575;72.910395;18.267465;18.296955;18.237975
73.91;18.21;2023-11-10;07:51:12;74.4605;76.01143;72.90957;18.267447500000003;18.296860000000002;18.238035
73.88;18.21;2023-11-10;07:51:13;74.45948000000001;76.01022;72.90874000000001;18.267425;18.29676;18.23809
73.89;18.2;2023-11-10;07:51:14;74.45847499999999;76.009015;72.907935;18.267407499999997;18.296665;18.238149999999997
73.9;18.21;2023-11-10;07:51:15;74.4574725;76.007815;72.90713;18.267395;18.296575;18.238215
73.88;18.2;2023-11-10;07:51:16;74.4564525;76.006605;72.9063;18.2673725;18.29648;18.238265
73.89;18.21;2023-11-10;07:51:17;74.4554475;76.00540000000001;72.905495;18.267359999999996;18.29639;18.238329999999998
73.89;18.22;2023-11-10;07:51:18;74.45443750000001;76.004195;72.90468000000001;18.267345;18.296305;18.238384999999997
73.87;18.2;2023-11-10;07:51:19;74.45342;76.00298;72.90386;18.267314999999996;18.296199999999995;18.23843
73.89;18.22;2023-11-10;07:51:20;74.4524175;76.001775;72.90306;18.2673025;18.29612;18.238485
73.9;18.2;2023-11-10;07:51:21;74.4514125;76.000575;72.90225;18.2672775;18.296015;18.238539999999997
73.88;18.21;2023-11-10;07:51:22;74.450395;75.99936500000001;72.90142499999999;18.2672625;18.295915;18.23861
73.88;18.2;2023-11-10;07:51:23;74.44932750000001;75.99805500000001;72.90060000000001;18.26724;18.295814999999997;18.238665
73.88;18.21;2023-11-10;07:51:24;74.4483125;75.99684500000001;72.89977999999999;18.267220000000002;18.295715;18.238725
73.88;18.2;2023-11-10;07:51:25;74.44727499999999;75.99558499999999;72.89896499999999;18.26719;18.295605;18.238774999999997
73.88;18.2;2023-11-10;07:51:26;74.44620749999999;75.99427499999999;72.89814;18.26717;18.295505000000002;18.238834999999998
73.84;18.21;2023-11-10;07:51:27;74.44518249999999;75.993045;72.89732;18.267149999999997;18.295405;18.238894999999996
73.86;18.21;2023-11-10;07:51:28;74.4441775;75.99182499999999;72.89653;18.267132499999995;18.295315;18.238949999999996
73.85;18.21;2023-11-10;07:51:29;74.4431625;75.9906;72.895725;18.267117499999998;18.295219999999997;18.239015
73.87;18.2;2023-11-10;07:51:30;74.44216;75.989385;72.894935;18.2670975;18.29512;18.239075
73.84;18.21;2023-11-10;07:51:31;74.4411375;75.98815499999999;72.89412000000002;18.26708;18.295025000000003;18.239135
73.84;18.21;2023-11-10;07:51:32;74.4400775;75.986825;72.89332999999999;18.2670625;18.29493;18.239195
73.84;18.21;2023-11-10;07:51:33;74.4390875;75.98564499999999;72.89253;18.267044999999996;18.294835;18.239254999999996
73.83;18.2;2023-11-10;07:51:35;74.4380475;75.98436;72.891735;18.26702;18.29473;18.239309999999996
73.81;18.22;2023-11-10;07:51:36;74.4370275;75.98311500000001;72.89094;18.267004999999997;18.29464;18.239369999999997
73.81;18.2;2023-11-10;07:51:37;74.4360175;75.98187;72.89016500000001;18.26698;18.294535;18.239425
73.81;18.2;2023-11-10;07:51:38;74.435005;75.980625;72.889385;18.2669675;18.294439999999998;18.239495
73.81;18.2;2023-11-10;07:51:39;74.43399000000001;75.97938;72.88860000000001;18.266952500000002;18.294340000000002;18.239565
73.81;18.22;2023-11-10;07:51:40;74.4329975;75.978185;72.88781;18.266932500000003;18.294245000000004;18.23962
73.79;18.21;2023-11-10;07:51:41;74.431975;75.97693000000001;72.88701999999999;18.266907500000002;18.294150000000002;18.239665000000002
73.79;18.22;2023-11-10;07:51:42;74.43093249999998;75.97562499999998;72.88624;18.2668925;18.29407;18.239715
73.79;18.2;2023-11-10;07:51:43;74.4299225;75.97437;72.885475;18.266867499999996;18.29396;18.239774999999998
73.77;18.2;2023-11-10;07:51:44;74.4289;75.973105;72.884695;18.26685;18.293860000000002;18.23984
73.78;18.21;2023-11-10;07:51:45;74.4278875;75.971845;72.88393;18.2668375;18.293765;18.23991
73.78;18.2;2023-11-10;07:51:46;74.42686499999999;75.970585;72.883145;18.266825;18.293670000000002;18.23998
73.77;18.24;2023-11-10;07:51:47;74.425865;75.96937;72.88236;18.266817500000002;18.293590000000002;18.240045000000002
73.78;18.22;2023-11-10;07:51:48;74.4248475;75.96811;72.88158499999999;18.266795;18.2935;18.240089999999995
73.77;18.21;2023-11-10;07:51:49;74.423825;75.96684499999999;72.880805;18.266772500000002;18.293405;18.24014
73.76;18.21;2023-11-10;07:51:50;74.42285;75.965675;72.88002499999999;18.2667525;18.293309999999998;18.240195
73.77;18.19;2023-11-10;07:51:51;74.4218325;75.96440999999999;72.87925499999999;18.266725;18.293205;18.240244999999998
73.77;18.2;2023-11-10;07:51:52;74.420815;75.963145;72.878485;18.266710000000003;18.293105;18.240315000000002
73.77;18.2;2023-11-10;07:51:53;74.4197975;75.96188;72.87771500000001;18.26669;18.293005;18.240375
